Pm.5,Ω,e/a.1,EWF.2,G,ad-e/n.4,ad-G.1,δ-e/n.2,δ-ρ.1,
4,4.4674,1.7,4.7025,56.545,0.0326,17.4685,0.1663,0.0555,FCC
4,12.6799,1.8,4.7125,57.91,0.0291,18.872,0.1602,0.0564,FCC
4,3.0355,1.65,4.69,56.58,0.0385,16.204,0.2024,0.2034,FCC
4,3.7393,1.7,4.7075,56.235,0.0369,16.4455,0.2007,0.2035,FCC
4,5.1763,1.75,4.6925,55.405,0.0323,15.657,0.1377,0.1031,FCC
3,3.3186,1.75,4.7025,56.985,0.0269,17.1605,0.1142,0.0838,FCC
4,2.8956,1.7,4.71,55.275,0.0274,15.735,0.1162,0.0832,FCC
3,3.5552,1.75,4.7275,54.93,0.0256,15.942,0.1127,0.0829,FCC
4,22.8876,1.9,4.545,64.7,0.0245,18.06,0.0953,0.0742,FCC
4,3.0241,1.75,4.6475,60.27,0.0261,18.407,0.0973,0.0666,FCC
4,2.5542,1.75,4.6675,60.445,0.0245,18.5995,0.0919,0.0632,FCC
2,4.8465,1.85,4.6575,61.635,0.0225,19.165,0.0865,0.0659,FCC
4,26.2607,1.8,4.545,58.875,0.0331,17.5625,0.1175,0.0827,FCC
3,3.8133,1.8,4.665,59.925,0.024,18.7175,0.0919,0.0661,FCC
4,8.2138,1.9,4.675,61.29,0.0202,19.51,0.0783,0.0653,FCC
3,5.2768,1.85,4.6825,59.58,0.0219,19.028,0.0855,0.0656,FCC
4,4.1948,1.85,4.7025,59.755,0.0204,19.2205,0.08,0.0621,FCC
2,3.3467,1.8,4.71,58.045,0.0213,18.414,0.0849,0.0615,FCC
3,5.3239,1.9,4.955,59.16,0.0257,19.232,0.1255,0.0964,FCC
1,4.4674,1.9,4.7025,69.23,0.0333,15.918,0.113,0.0809,FCC
1,6.6748,1.85,4.6775,67.435,0.0341,16.8545,0.1163,0.0811,FCC
1,7.2249,1.85,4.73,67.695,0.0315,17.0365,0.1112,0.0773,FCC
1,11.7898,1.8,4.6525,65.64,0.0349,17.432,0.1193,0.0812,FCC
1,4.6695,1.9,4.6425,66.83,0.034,17.121,0.1149,0.0835,FCC
1,4.8585,1.9,4.695,67.09,0.0325,17.303,0.1117,0.0807,FCC
1,5.2327,1.9,4.7475,67.35,0.0301,17.485,0.1072,0.0769,FCC
1,7.5475,1.85,4.67,65.295,0.0332,17.846,0.115,0.0808,FCC
1,8.1786,1.85,4.7225,65.555,0.0308,18.054,0.1103,0.0771,FCC
1,211.6293,1.75,4.5675,61.445,0.0367,17.595,0.1253,0.0839,FCC
1,4.2599,1.95,4.8175,67.265,0.0259,18.1155,0.0972,0.0719,FCC
1,5.0368,1.9,4.635,64.69,0.0331,18.052,0.113,0.0832,FCC
1,6.3975,1.9,4.7925,65.47,0.0265,18.676,0.1005,0.072,FCC
1,10.914,1.85,4.7675,63.675,0.0274,18.8775,0.1036,0.0721,FCC
4,5.3899,1.9,4.6275,62.55,0.0321,18.555,0.1109,0.0828,FCC
1,6.9068,1.9,4.785,63.33,0.0259,19.257,0.0995,0.0718,FCC
1,9.7439,1.85,4.655,61.015,0.0316,18.545,0.1122,0.0803,FCC
1,12.6134,1.85,4.76,61.535,0.0264,19.065,0.1027,0.0719,FCC
3,11.2274,1.85,4.6475,58.875,0.0307,18.2525,0.1105,0.08,FCC
4,9.3902,1.95,4.865,76.07,0.0298,14.268,0.1442,0.0702,FCC
3,8.0557,1.9,4.8625,76.04,0.0387,17.82,0.1927,0.0775,FCC
2,9.8588,1.95,4.89,74.015,0.029,16.8075,0.1433,0.0673,FCC
4,8.1668,1.9,4.8875,73.985,0.0389,20.151,0.1922,0.0739,FCC
2,10.271,1.95,4.915,71.96,0.028,18.936,0.1422,0.0639,FCC
4,10.4184,1.95,4.8825,71.875,0.0282,18.885,0.1422,0.0672,FCC
4,8.7591,1.9,4.8225,73.815,0.0362,20.049,0.1903,0.0804,FCC
4,7.8927,1.9,4.945,72.015,0.0391,22.1305,0.192,0.0651,FCC
4,10.7536,1.95,4.9075,69.82,0.0273,20.594,0.1413,0.0638,FCC
4,3.0209,2,4.8265,73.105,0.0282,14.792,0.1218,0.12,FCC
4,3.1044,2,4.8515,71.05,0.0275,17.035,0.1208,0.1197,FCC
3,3.1934,2,4.819,70.965,0.0271,16.9925,0.1203,0.1198,FCC
3,3.1425,2,4.8765,68.995,0.0265,18.867,0.1197,0.1191,FCC
4,3.3229,2,4.8115,68.825,0.026,18.765,0.1187,0.1196,FCC
4,2.0331,2,4.828,63.86,0.0331,22.188,0.1547,0.1588,FCC
2,3.2483,2,4.869,66.855,0.0257,20.2285,0.1184,0.119,FCC
4,3.4104,2,4.804,66.685,0.025,20.1095,0.1168,0.1194,FCC
4,3.0947,2,4.9265,64.885,0.0238,21.298,0.1171,0.1172,FCC
4,3.2187,2,4.894,64.8,0.0246,21.23,0.1173,0.1182,FCC
3,3.3195,2,4.8615,64.715,0.0248,21.162,0.117,0.1188,FCC
2,3.0051,2,4.9515,62.83,0.0221,21.897,0.1156,0.1158,FCC
3,3.2656,2,4.8865,62.66,0.0238,21.744,0.116,0.118,FCC
3,3.4144,2,4.8215,62.49,0.0237,21.591,0.1143,0.1189,FCC
4,2.1377,1.9,4.79,74.03,0.0409,13.312,0.2148,0.0569,FCC
4,2.2818,1.9,4.7825,71.89,0.0397,15.605,0.2137,0.0565,FCC
4,2.3246,1.9,4.8075,69.835,0.0406,17.521,0.2134,0.0548,FCC
3,3.6099,1.95,4.8175,71.855,0.0304,15.6575,0.157,0.0572,FCC
4,3.679,1.95,4.8425,69.8,0.0301,17.57,0.1563,0.0554,FCC
2,3.5955,1.95,4.9,67.83,0.0295,19.131,0.1555,0.0499,FCC
4,2.3934,1.9,4.825,65.64,0.0403,20.052,0.2119,0.0522,FCC
4,3.7046,1.95,4.8675,67.745,0.0295,19.0715,0.1555,0.0529,FCC
3,3.7933,1.95,4.835,67.66,0.0291,19.012,0.1551,0.0551,FCC
3,3.6883,1.95,4.8925,65.69,0.0287,20.162,0.1546,0.0497,FCC
4,2.0467,1.9,4.94,61.7,0.0417,21.16,0.2115,0.0347,FCC
4,2.1828,1.9,4.9075,61.615,0.0416,21.075,0.2115,0.0408,FCC
3,3.4782,1.95,4.95,63.72,0.0269,20.918,0.1533,0.0409,FCC
3,3.6283,1.95,4.9175,63.635,0.0277,20.8415,0.1536,0.0457,FCC
3,3.7442,1.95,4.885,63.55,0.028,20.765,0.1536,0.0495,FCC
3,3.8304,1.95,4.8525,63.465,0.0279,20.6885,0.1532,0.0524,FCC
3,3.73,2,4.8975,69.23,0.0332,17.311,0.1906,0.2006,FCC
3,3.8448,2,4.865,69.145,0.033,17.2515,0.1907,0.2036,FCC
2,3.6959,2,4.9225,67.175,0.0323,18.7425,0.1896,0.1975,FCC
3,3.8277,2,4.89,67.09,0.0325,18.683,0.1899,0.2007,FCC
3,3.9334,2,4.8575,67.005,0.0322,18.6235,0.1899,0.2037,FCC
4,4.0147,2,4.825,66.92,0.0314,18.564,0.1896,0.2066,FCC
2,3.7654,2,4.915,65.035,0.0317,19.708,0.189,0.1976,FCC
3,3.8873,2,4.8825,64.95,0.0318,19.64,0.1892,0.2008,FCC
4,2.4613,2,4.755,75.385,0.0353,11.144,0.148,0.1173,FCC
4,2.5859,2,4.78,73.33,0.0359,13.615,0.1478,0.1182,FCC
4,2.7029,2,4.7475,73.245,0.034,13.5725,0.146,0.1169,FCC
4,3.2725,2,4.79,74.91,0.0313,11.904,0.1277,0.103,FCC
3,2.6422,2,4.805,71.275,0.0361,15.675,0.1475,0.1188,FCC
4,2.768,2,4.7725,71.19,0.0347,15.624,0.146,0.1179,FCC
4,3.5195,2,4.7825,72.77,0.0302,14.285,0.1259,0.1028,FCC
3,2.6497,2,4.83,69.22,0.0362,17.324,0.1471,0.1191,FCC
3,2.7844,2,4.7975,69.135,0.0351,17.2645,0.1458,0.1185,FCC
4,3.4422,2,4.84,70.8,0.0307,16.34,0.1264,0.1032,FCC
3,2.542,2,4.7225,67.385,0.0359,17.788,0.1586,0.129,FCC
3,2.9084,2,4.765,69.05,0.0335,17.205,0.144,0.1176,FCC
4,2.6419,2,4.69,67.3,0.0349,17.72,0.1554,0.127,FCC
4,2.118,2,4.845,65.585,0.0418,18.8665,0.1647,0.133,FCC
4,2.7614,2,4.8225,67.08,0.0352,18.494,0.1455,0.1188,FCC
3,3.4466,2,4.865,68.745,0.0301,17.9415,0.1255,0.1028,FCC
3,2.5114,2,4.7475,65.33,0.0368,18.637,0.159,0.1303,FCC
4,3.5975,2,4.8325,68.66,0.0298,17.882,0.1248,0.103,FCC
4,5.2751,2,4.875,70.325,0.0242,17.005,0.0997,0.083,FCC
4,2.6149,2,4.715,65.245,0.0354,18.5605,0.1561,0.1287,FCC
3,3.0112,2,4.7575,66.91,0.0323,18.358,0.1418,0.1173,FCC
4,5.4295,2,4.8425,70.24,0.0244,16.954,0.0995,0.0837,FCC
4,3.1148,2,4.725,66.825,0.0301,18.29,0.1392,0.116,FCC
4,2.5418,2,4.88,65.11,0.0354,19.389,0.1459,0.1188,FCC
2,3.4042,2,4.89,66.69,0.0291,19.132,0.1245,0.1021,FCC
2,3.5687,2,4.8575,66.605,0.0292,19.064,0.1241,0.1026,FCC
3,5.3309,2,4.9,68.27,0.0228,18.559,0.0982,0.0817,FCC
4,2.9681,2,4.7825,64.855,0.0329,19.1595,0.1419,0.118,FCC
3,3.7148,2,4.825,66.52,0.0288,18.996,0.1231,0.1027,FCC
4,5.4948,2,4.8675,68.185,0.0233,18.4995,0.0983,0.0828,FCC
3,5.6463,2,4.835,68.1,0.0234,18.44,0.0977,0.0835,FCC
2,2.4238,2,4.905,63.055,0.0347,19.805,0.1452,0.1182,FCC
2,2.6065,2,4.8725,62.97,0.0347,19.72,0.1446,0.1186,FCC
4,3.3131,2,4.915,64.635,0.0279,19.9115,0.1234,0.1011,FCC
2,2.7618,2,4.84,62.885,0.0343,19.635,0.1434,0.1186,FCC
2,3.4973,2,4.8825,64.55,0.0284,19.835,0.1232,0.1019,FCC
2,5.3245,2,4.925,66.215,0.0211,19.702,0.0966,0.08,FCC
2,3.6558,2,4.85,64.465,0.0284,19.7585,0.1225,0.1024,FCC
3,5.5047,2,4.8925,66.13,0.0221,19.634,0.0969,0.0815,FCC
3,3.0076,2,4.775,62.715,0.0319,19.465,0.1397,0.1177,FCC
3,5.6638,2,4.86,66.045,0.0225,19.566,0.0966,0.0826,FCC
4,3.0954,2,4.7425,62.63,0.0299,19.38,0.137,0.1167,FCC
4,5.8066,2,4.8275,65.96,0.0225,19.498,0.0957,0.0832,FCC
2,2.469,2,4.8975,60.915,0.0341,19.7165,0.1439,0.118,FCC
3,2.6461,2,4.865,60.83,0.034,19.623,0.143,0.1184,FCC
4,3.5574,2,4.875,62.41,0.0277,20.11,0.1217,0.1017,FCC
4,5.4558,2,4.9175,64.075,0.0205,20.3575,0.0953,0.0798,FCC
4,2.9131,2,4.8,60.66,0.0323,19.436,0.1398,0.1181,FCC
4,5.6295,2,4.885,63.99,0.0214,20.281,0.0954,0.0813,FCC
4,3.0053,2,4.7675,60.575,0.0308,19.3425,0.1374,0.1174,FCC
3,3.8266,2,4.81,62.24,0.0269,19.94,0.1191,0.1022,FCC
2,4.6215,2,4.6525,79.165,0.0278,4.459,0.0962,0.0739,FCC
4,5.6216,2,4.515,78.56,0.0216,4.208,0.0908,0.0691,FCC
4,5.2999,2,4.5675,78.82,0.0241,4.334,0.0929,0.0711,FCC
1,4.1863,2,4.71,77.195,0.0292,7.359,0.0977,0.0758,FCC
3,5.7669,2,4.4875,76.245,0.0213,7.169,0.0886,0.07,FCC
4,7.2816,2,4.455,76.16,0.0193,7.152,0.0808,0.0649,FCC
3,6.0017,2,4.56,76.68,0.0224,7.256,0.0888,0.0705,FCC
4,5.8475,2,4.6125,76.94,0.0242,7.308,0.0898,0.0713,FCC
4,5.2704,2,4.5125,74.19,0.0224,10.137,0.0902,0.0734,FCC
4,5.0476,2,4.565,74.45,0.0246,10.215,0.0929,0.0749,FCC
4,5.6982,2,4.585,74.625,0.0237,10.2675,0.0896,0.0729,FCC
4,8.7951,2,4.815,75.84,0.0228,10.632,0.0754,0.0634,FCC
4,3.0299,2,4.705,68.455,0.0296,16.833,0.1003,0.0803,FCC
4,4.8936,2,4.7125,68.72,0.0256,16.992,0.0896,0.0748,FCC
3,10.1259,2,4.8575,69.59,0.0193,17.514,0.0697,0.0601,FCC
4,8.5737,2,4.7725,69.245,0.0211,17.307,0.0745,0.0658,FCC
3,10.5141,2,4.825,69.505,0.0197,17.463,0.0694,0.0615,FCC
4,3.1327,2,4.6975,66.315,0.0287,18.1405,0.0977,0.08,FCC
4,3.3211,2,4.75,66.575,0.0274,18.3225,0.0955,0.077,FCC
1,3.5963,2,4.8025,66.835,0.0254,18.5045,0.0918,0.073,FCC
4,4.0865,2,4.77,66.75,0.0256,18.445,0.0908,0.074,FCC
4,9.9896,2,4.915,67.62,0.0177,19.054,0.0665,0.0552,FCC
3,10.3003,2,4.8825,67.535,0.0177,18.9945,0.0675,0.0579,FCC
3,10.6592,2,4.85,67.45,0.0184,18.935,0.0676,0.0599,FCC
4,8.9936,2,4.765,67.105,0.02,18.6935,0.0715,0.0654,FCC
4,11.0938,2,4.8175,67.365,0.0187,18.8755,0.0669,0.0612,FCC
4,8.7031,2,4.68,66.76,0.019,18.452,0.07,0.0676,FCC
4,9.6862,2,4.7325,67.02,0.0191,18.634,0.0687,0.0654,FCC
3,11.6354,2,4.785,67.28,0.0185,18.816,0.0653,0.062,FCC
4,10.4047,2,4.9075,65.48,0.0163,20.064,0.065,0.055,FCC
3,8.7309,2,4.79,65.05,0.0194,19.72,0.0706,0.0646,FCC
2,11.1394,2,4.8425,65.31,0.0176,19.928,0.0653,0.0596,FCC
3,11.6162,2,4.81,65.225,0.0178,19.86,0.0641,0.0609,FCC
3,10.0541,2,4.725,64.88,0.018,19.584,0.0647,0.065,FCC
2,12.2062,2,4.7775,65.14,0.0174,19.792,0.0619,0.0616,FCC
4,2.4257,2,4.8375,70.865,0.0324,17.3125,0.1715,0.0766,FCC
1,1.3734,2,4.621,55.3,0.0443,23.23,0.1928,0.2097,BCC+FCC
4,2.8067,2,4.615,60.62,0.0336,18.442,0.1423,0.1242,FCC
1,1.1824,2,4.8245,60.595,0.0487,23.3055,0.1935,0.1943,BCC+FCC
1,1.1671,2,4.8695,58.715,0.0468,23.445,0.1909,0.1932,BCC+FCC
1,2.2921,2,4.755,69.275,0.035,16.375,0.1246,0.098,FCC
4,2.3022,2,4.6425,66.615,0.0352,17.4005,0.1241,0.1007,FCC
4,2.3354,2,4.695,66.875,0.0351,17.5825,0.124,0.0996,FCC
1,2.3904,2,4.7475,67.135,0.0342,17.7645,0.1227,0.0978,FCC
1,2.2139,2,4.7575,65.73,0.0382,18.364,0.1404,0.1126,FCC
4,2.4015,2,4.6875,64.735,0.0341,18.518,0.1216,0.0993,FCC
4,2.4653,2,4.74,64.995,0.0333,18.726,0.1207,0.0976,FCC
2,2.5145,2,4.7325,62.855,0.0325,19.2595,0.1185,0.0973,FCC
1,2.096,1.4,4.44,73.37,0.0502,20.856,0.1693,0.0937,BCC+FCC
1,2.0334,1.4,4.46,73.545,0.0491,20.996,0.1666,0.0922,BCC+FCC
1,1.9336,1.35,4.48,75.37,0.0503,22.456,0.172,0.0941,BCC+FCC
1,6.9884,1.5,4.555,77.13,0.0512,17.898,0.1655,0.0971,BCC+FCC
1,2.8975,1.45,4.425,74.815,0.0511,19.2605,0.1712,0.0964,BCC+FCC
4,4.6595,1.95,4.575,82.61,0.0275,3.543,0.1073,0.0757,FCC
3,5.4362,1.95,4.5425,82.525,0.0241,3.535,0.1027,0.0719,FCC
4,7.9913,1.9,4.4575,83.83,0.0237,6.134,0.1003,0.0655,FCC
4,8.4351,1.85,4.4775,85.655,0.0253,8.6535,0.1063,0.0673,FCC
4,4.8996,1.9,4.745,74.02,0.0405,12.58,0.1568,0.119,FCC
4,6.4955,1.95,4.6675,79.595,0.0319,4.027,0.1048,0.0759,FCC
4,11.5311,1.95,4.55,79.165,0.0273,3.8855,0.1022,0.0719,FCC
3,15.5693,1.75,4.1575,48.48,0.0416,16.496,0.7828,0.2339,BCC
4,4.6868,1.95,4.6325,83.33,0.0331,4.037,0.1581,0.0897,FCC
4,5.3305,1.95,4.6,83.245,0.0301,4.0455,0.1554,0.0889,FCC
1,2.0484,2,4.5255,75.055,0.035,10.351,0.1621,0.1551,FCC
4,2.6658,2,4.5865,78.225,0.0287,5.605,0.1338,0.1218,FCC
4,2.9805,1.95,4.585,79.115,0.0316,4.359,0.1679,0.0704,FCC
1,2.9412,2,4.5625,80.34,0.0367,2.528,0.2038,0.2306,FCC
4,3.5217,2,4.4775,79.995,0.0339,2.486,0.1993,0.2353,FCC
1,2.6807,2,4.5875,77.885,0.0346,5.597,0.1417,0.1074,FCC
3,3.405,2,4.6175,79.64,0.0305,3.794,0.1202,0.0912,FCC
4,3.3479,2,4.5,76.225,0.0325,7.8975,0.1424,0.1078,FCC
3,7.6505,1.5,4.388,79.43,0.0363,30.989,0.3501,0.3463,BCC
2,15.1403,1.65,4.1625,36.06,0.0447,11.788,0.4547,0.3675,BCC
3,14.3525,1.6,4.1825,36.65,0.0414,11.82,0.4275,0.3656,BCC
3,16.163,1.65,4.184,35.76,0.0435,11.998,0.4347,0.3909,BCC
4,26.6032,1.5,4.1945,42.56,0.038,16.228,0.4047,0.3079,BCC
3,7.4033,1.45,4.415,80.55,0.0419,41.18,0.2993,0.4046,BCC
3,174.9789,1.55,4.195,43.89,0.0468,10.986,0.4722,0.2897,BCC
3,48.9561,1.95,4.109,24.21,0.0411,4.234,0.4199,0.4395,BCC
3,48,1.95,4.1015,24.695,0.0427,4.4035,0.4426,0.4454,BCC
3,50.026,1.95,4.1305,23.91,0.0428,3.875,0.3991,0.4402,BCC
3,49.1814,1.95,4.123,24.395,0.0446,4.123,0.4225,0.4536,BCC
3,23.8028,1.9,4.1505,24.5,0.0403,4.76,0.3692,0.4135,BCC
3,50.7672,1.95,4.152,23.61,0.0437,3.456,0.3738,0.4298,BCC
4,48.3501,1.95,4.137,24.58,0.0473,4.012,0.4216,0.4676,BCC
2,33.0511,2,4.066,29.17,0.0373,8.09,0.492,0.4367,BCC
4,77.3932,2,4.085,25.91,0.0381,6.353,0.4527,0.4648,BCC
4,73.6964,2,4.0775,26.395,0.0392,6.304,0.4742,0.4583,BCC
4,68.7392,2,4.07,26.88,0.0403,6.158,0.4954,0.449,BCC
2,35.5302,2,4.1025,27.9,0.0378,8.94,0.4443,0.4859,BCC
3,35.269,2,4.095,28.385,0.0389,8.692,0.466,0.4766,BCC
4,33.027,2,4.08,29.355,0.0414,7.949,0.5083,0.4514,BCC
3,25.0091,2,4.1125,30.375,0.0386,11.6175,0.4577,0.4921,BCC
2,80.5664,2,4.1065,25.61,0.042,6.194,0.4388,0.4822,BCC
4,71.2328,2,4.0915,26.58,0.0446,6.156,0.483,0.4728,BCC
3,65.0492,2,4.084,27.065,0.046,5.9915,0.5046,0.4636,BCC
3,36.4518,2,4.124,27.6,0.0416,8.98,0.4304,0.5067,BCC
3,83.836,2,4.128,25.31,0.0445,5.975,0.4193,0.495,BCC
4,79.4718,2,4.1205,25.795,0.0461,6.083,0.4423,0.4964,BCC
3,77.4479,1.6,4.1525,43.495,0.0444,13.272,0.5094,0.3175,BCC
4,15.0176,1.75,4.145,46.25,0.0399,14.44,0.534,0.2945,BCC
3,16.6068,1.75,4.1625,48.24,0.0395,14.934,0.526,0.2996,BCC
4,121.0185,1.75,4.195,37.5,0.0428,14.32,0.3917,0.3855,BCC
2,37.5467,1.75,4.1925,38.46,0.0373,15.088,0.3974,0.4214,BCC
4,99.4811,1.75,4.205,39.975,0.0436,14.2625,0.4072,0.4238,BCC
2,79.8746,1.7,4.1975,36.1,0.0415,13.2,0.369,0.309,BCC
3,74.3761,1.7,4.2075,38.575,0.0423,13.2825,0.385,0.3787,BCC
4,56.8797,1.65,4.21,37.175,0.041,12.3025,0.3621,0.3045,BCC
4,63.2311,1.65,4.22,39.65,0.0418,12.03,0.3782,0.3715,BCC
2,33.6945,1.65,4.2175,40.61,0.0364,12.606,0.3854,0.4044,BCC
4,25.22,1.6,4.21,36.735,0.0347,11.9945,0.347,0.2972,BCC
3,50.7054,1.6,4.2225,38.25,0.0404,11.19,0.355,0.2996,BCC
3,29.5777,1.6,4.22,39.21,0.0353,11.766,0.3633,0.3617,BCC
2,653.822,1.75,4.16,33.52,0.0435,11.98,0.4086,0.2785,BCC
3,268.202,1.75,4.1525,34.005,0.0446,11.495,0.4321,0.3063,BCC
3,27.4383,2,4.0675,34.005,0.045,13.377,0.5664,0.4006,BCC
1,2.2351,1.45,4.574,69.75,0.0468,24.95,0.1652,0.1745,BCC+FCC
4,3.118,1.7,4.634,62.055,0.0333,20.8005,0.1272,0.1675,FCC
1,3.4307,1.6,4.5555,67.195,0.0447,24.205,0.1671,0.2313,BCC+FCC
1,3.1261,1.55,4.563,65.485,0.0476,24.3135,0.1702,0.2324,BCC+FCC
1,3.1961,1.65,4.588,60.13,0.0418,20.396,0.1507,0.2296,BCC+FCC
1,3.7557,1.55,4.588,63.43,0.0475,24.356,0.1694,0.233,BCC+FCC
1,4.3574,1.55,4.5805,66.79,0.0477,26.439,0.1746,0.2336,BCC+FCC
1,3.9129,1.5,4.588,65.08,0.0504,26.336,0.1778,0.2346,BCC+FCC
1,4.1917,1.6,4.613,59.725,0.044,21.8425,0.1594,0.2317,BCC+FCC
1,8.4227,1.65,4.5905,68.155,0.0415,26.545,0.1653,0.232,BCC+FCC
1,5.2445,1.55,4.6055,64.735,0.0481,26.612,0.1742,0.2344,BCC+FCC
1,5.0144,1.6,4.638,57.67,0.0432,20.898,0.1582,0.2319,BCC+FCC
1,11.0831,1.65,4.6155,66.1,0.0426,27.06,0.1654,0.233,BCC+FCC
1,7.8258,1.6,4.623,64.39,0.0458,26.888,0.1701,0.2341,BCC+FCC
1,8.2871,1.55,4.623,66.04,0.0487,28.868,0.1776,0.2356,BCC+FCC
2,16.5054,1.85,4.633,60.805,0.0323,21.9255,0.1351,0.2282,FCC
1,9.1312,1.65,4.648,60.685,0.0431,24.4705,0.1615,0.233,BCC+FCC
1,6.5969,1.55,4.663,57.265,0.0458,22.0175,0.1666,0.2339,BCC+FCC
1,10.1026,1.6,4.648,62.335,0.0462,26.6155,0.1698,0.2347,BCC+FCC
1,6.8959,1.5,4.663,58.915,0.0495,24.4925,0.1755,0.2358,BCC+FCC
1,10.3837,1.55,4.6805,58.57,0.0479,24.665,0.1724,0.2356,BCC+FCC
1,34.0186,1.6,4.6655,63.64,0.0473,29.002,0.1728,0.2361,BCC+FCC
1,46.1396,1.6,4.658,67,0.0476,31.4,0.1738,0.2365,BCC+FCC
4,9.0163,1.95,4.668,60.115,0.0272,22.5465,0.1224,0.2277,FCC
1,18.064,1.65,4.698,56.575,0.0426,22.3625,0.1603,0.2335,BCC+FCC
1,6.5319,1.75,4.537,64.64,0.0417,23.46,0.1678,0.2778,BCC+FCC
1,7.5951,1.65,4.537,67.94,0.0459,26.76,0.1818,0.2796,BCC+FCC
1,11.991,1.65,4.5295,71.3,0.0465,27.72,0.1816,0.2784,BCC+FCC
1,6.9189,1.6,4.577,60.815,0.0514,24.3795,0.1825,0.2824,BCC+FCC
1,8.3579,1.6,4.5695,64.175,0.0511,27.06,0.1865,0.2824,BCC+FCC
1,21.0809,1.65,4.5545,69.245,0.0475,28.755,0.1823,0.2801,BCC+FCC
1,9.054,1.65,4.602,57.11,0.0483,21.234,0.1735,0.2816,BCC+FCC
1,36.8162,1.75,4.5795,63.89,0.0422,25.749,0.17,0.2797,BCC+FCC
1,16.0542,1.7,4.587,62.18,0.046,25.356,0.175,0.281,BCC+FCC
1,49.4363,1.7,4.5795,65.54,0.0452,27.564,0.1767,0.2807,BCC+FCC
1,18.1228,1.65,4.587,63.83,0.0486,27.336,0.1821,0.2821,BCC+FCC
1,65.9638,1.65,4.5795,67.19,0.0485,29.379,0.1829,0.2816,BCC+FCC
1,27.1695,1.6,4.572,72.2,0.0499,32.4,0.186,0.2811,BCC+FCC
1,156.3401,1.8,4.6045,60.185,0.0409,23.652,0.1627,0.2796,BCC+FCC
1,34.5293,1.7,4.612,60.125,0.0468,24.8625,0.1748,0.2819,BCC+FCC
1,16.6026,1.6,4.627,56.705,0.0512,22.2975,0.1811,0.2835,BCC+FCC
1,15.9403,1.65,4.597,68.495,0.0492,31.5045,0.1822,0.2821,BCC+FCC
1,14.7598,1.6,4.597,70.145,0.0512,33.3195,0.1872,0.2828,BCC+FCC
1,5.1974,1.65,4.582,75.215,0.0447,33.3135,0.1704,0.2787,BCC+FCC
1,7.8951,1.6,4.5895,73.505,0.0486,34.395,0.1821,0.2812,BCC+FCC
1,44.7736,1.8,4.6295,58.13,0.0416,22.959,0.1625,0.2804,BCC+FCC
1,155.2001,1.75,4.637,56.42,0.0441,21.648,0.1666,0.2812,BCC+FCC
1,42.0448,1.7,4.6445,54.71,0.0459,19.995,0.1695,0.2818,BCC+FCC
1,290.1958,1.7,4.637,58.07,0.0473,23.958,0.1745,0.2825,BCC+FCC
1,25.1775,1.7,4.6295,61.43,0.0474,27.249,0.1772,0.2828,BCC+FCC
1,84.8893,1.65,4.637,59.72,0.0505,26.268,0.1819,0.2839,BCC+FCC
1,7.4013,1.75,4.6145,66.5,0.0449,30,0.1698,0.2809,BCC+FCC
1,11.6974,1.7,4.622,64.79,0.0477,29.868,0.1775,0.2826,BCC+FCC
1,21.1857,1.65,4.6295,63.08,0.0506,29.394,0.1837,0.2839,BCC+FCC
1,7.039,1.7,4.6145,68.15,0.0472,31.815,0.175,0.2817,BCC+FCC
1,4.7125,1.7,4.607,71.51,0.0453,33.09,0.1692,0.2803,BCC+FCC
3,4.8984,2,4.632,59.555,0.0293,23.0505,0.1363,0.2767,FCC
1,1095.399,1.7,4.677,49.295,0.042,12.9615,0.1611,0.2805,BCC+FCC
1,80.4548,1.7,4.6695,52.655,0.0454,18.138,0.1687,0.282,BCC+FCC
1,16.3967,1.75,4.6545,57.725,0.0452,24.165,0.1701,0.2823,BCC+FCC
1,21.2221,1.65,4.662,57.665,0.051,25.1175,0.1817,0.2845,BCC+FCC
1,4.3383,1.75,4.632,67.805,0.0451,32.1255,0.1668,0.2814,BCC+FCC
1,4.1248,1.7,4.632,69.455,0.0466,33.9405,0.1711,0.2821,BCC+FCC
4,4.4925,2,4.657,57.5,0.0307,22.5,0.1368,0.2776,FCC
1,21.6678,1.8,4.687,50.66,0.0401,15.636,0.1564,0.2802,BCC+FCC
1,12.4314,1.8,4.6795,54.02,0.0423,20.34,0.1619,0.2814,BCC+FCC
1,9.4808,1.7,4.6795,57.32,0.0492,25.29,0.1773,0.2842,BCC+FCC
1,4.0362,1.8,4.657,64.1,0.044,30.42,0.1633,0.282,BCC+FCC
1,7.0254,1.85,4.697,53.675,0.0404,20.5125,0.1573,0.2812,BCC+FCC
1,5.0857,1.85,4.6895,57.035,0.0411,24.579,0.1594,0.2819,BCC+FCC
1,2.8433,1.85,4.6745,63.755,0.0422,30.696,0.1547,0.2817,BCC+FCC
1,3.3276,1.75,4.682,63.695,0.0474,32.2635,0.1698,0.2841,BCC+FCC
1,17.5439,1.85,4.526,60.375,0.0424,22.3125,0.1725,0.3201,BCC+FCC
1,142.7937,1.85,4.5185,63.735,0.0411,24.365,0.1739,0.319,BCC+FCC
1,13.4708,1.75,4.5335,60.315,0.0485,23.548,0.184,0.3225,BCC+FCC
1,508.895,1.8,4.5185,65.385,0.0447,26.015,0.18,0.3196,BCC+FCC
