Pm,ΔH,ΔS,Ω,ρ,e/a,EWF,α,HD,B,G,ad-e/n,ad-r,ad-α,ad-HD,ad-G,δ-VEC,δ-e/n,δ-Tm,δ-ρ,δ-χ,δ-e/a,δ-Ec,δ-EWF,δ-ABE,δ-SLHF,δ-α,δ-HD,δ-G,δ-υ,δ-G/B,Phase
4,-6.3109,13.381,5.0124,8,1.4,4.44,7.74,138.2,184.22,82.14,0.0604,6.0976,1.848,42.56,29.568,0.1826,0.3291,0.1697,0.1724,0.1171,0.3499,0.2447,0.027,0.0885,0.1401,0.2965,0.3868,0.4037,0.1999,0.368,IM
1,-18.4619,13.381,1.487,7.114,2,4.172,10.64,95.6,119.6,28.5,0.0546,7.1648,5.184,52.72,5.64,0.1581,0.4468,0.3055,0.514,0.0908,0.3162,0.2531,0.0404,0.236,0.2819,0.6256,0.6092,0.256,0.0725,0.2776,IM
2,-5.9839,14.8707,4.4551,7.8207,1.6552,4.7007,12.0621,113.1036,162.1243,66.4725,0.0534,4.9575,2.6254,60.9632,27.5113,0.2827,0.2114,0.1393,0.1892,0.0742,0.2872,0.0952,0.0615,0.1347,0.1888,0.2738,0.6361,0.4569,0.2104,0.4428,IM
2,-11.5385,16.0778,3.1791,8.5906,1.7333,4.4413,9.9466,134.6664,180.033,81.4732,0.0684,7.3779,4.4498,78.3109,40.2186,0.2827,0.3935,0.3533,0.5605,0.1556,0.3922,0.3357,0.0265,0.2721,0.3292,0.5985,0.6916,0.5726,0.1933,0.3679,IM
1,-2.15,14.8968,18.8346,11.4933,1.8333,4.23,6.7667,145.5,169.6167,56.5667,0.0336,7.4722,1.3222,65.5,37.6556,0.1597,0.4123,0.2267,0.4699,0.2209,0.2033,0.1898,0.0491,0.2865,0.3507,0.259,0.5716,0.8447,0.1255,0.4002,IM
1,-17.2758,13.381,1.2038,6.586,2,4.582,15.12,68,136.78,52.9,0.068,9.1952,4.024,32.8,23.56,0.4427,0.2568,0.2356,0.3845,0.0873,0.3162,0.1377,0.0682,0.2211,0.2714,0.3143,0.6554,0.4786,0.1199,0.2719,FCC
1,-13.062,13.381,2.1923,6.64,1.6,4.402,10.48,95,158.5,66.36,0.0439,6.4744,5.248,54,42.192,0.243,0.2649,0.3265,0.41,0.132,0.5,0.2986,0.0286,0.2539,0.3332,0.6466,0.7605,0.6561,0.2148,0.4661,FCC
2,-8.9521,13.381,3.7001,9.512,1.6,4.436,8,138,184.52,83.48,0.0723,8.3528,2.4,73.6,41.816,0.2287,0.4379,0.2785,0.5402,0.1653,0.3062,0.326,0.0227,0.2407,0.2709,0.3319,0.66,0.5817,0.2313,0.4429,BCC+FCC
2,-8.5309,12.6944,2.3609,7.4725,2.125,4.7556,15.1937,122.9375,161.125,59.7063,0.0365,5.5821,3.3406,78.5625,22.6438,0.3187,0.1457,0.2083,0.3119,0.059,0.2278,0.1012,0.0708,0.2067,0.2532,0.2765,0.7169,0.387,0.133,0.297,BCC+FCC
2,-7.2589,14.7843,3.21,7.0477,1.9231,4.6492,14.9538,96.9999,148.6999,63.1846,0.0501,6.3429,4.5278,64.3076,27.5834,0.3849,0.1841,0.2666,0.349,0.07,0.3795,0.1103,0.0666,0.2222,0.303,0.3763,0.8139,0.4757,0.1814,0.3635,BCC+FCC
1,-19.5156,14.841,1.2877,6.61,2.0333,4.625,13.5967,104,149.63,62.2133,0.0543,8.7476,4.0691,65,30.8533,0.3921,0.2128,0.2411,0.3608,0.0796,0.2974,0.1082,0.0717,0.2186,0.3028,0.411,0.756,0.5307,0.2065,0.428,IM
4,-12.0407,10.9479,1.5382,7.2413,1.9803,4.7334,13.4365,77.9819,156.8651,79.388,0.0473,5.4998,3.6624,33.6003,18.0854,0.3452,0.1725,0.2326,0.3078,0.0697,0.3112,0.0912,0.0767,0.2002,0.2669,0.4051,0.5517,0.335,0.1447,0.236,IM
1,-5.0409,13.381,7.7362,11.88,1.6,4.406,6.72,156,210.58,82.84,0.0356,3.6176,1.624,91.2,46.008,0.1439,0.3466,0.2016,0.4577,0.1946,0.3062,0.1901,0.0321,0.21,0.2675,0.298,0.6236,0.6071,0.1425,0.3429,BCC
5,-4.3042,12.9773,5.3955,8.1424,1.8136,4.8261,12.3269,117.992,173.2757,77.2196,0.0372,1.5624,2.4801,62.2525,19.8279,0.2212,0.1373,0.1435,0.1588,0.0553,0.2644,0.0633,0.0643,0.1186,0.1794,0.2983,0.6198,0.331,0.1988,0.357,FCC
2,-10.4657,13.2541,2.1473,7.1745,2,4.6691,13.5636,117.8181,158.6453,70.8272,0.0411,5.5196,3.7355,66.7107,26.2016,0.3269,0.1553,0.2308,0.3063,0.065,0.3015,0.0891,0.0686,0.1959,0.276,0.3973,0.667,0.421,0.1977,0.3598,BCC
1,-4.3121,11.5256,6.5946,10.15,1.75,4.4625,7.7,172.75,197.7,100.725,0.0666,4.8175,2.35,68.625,35.025,0.1744,0.3898,0.2938,0.5303,0.1567,0.2474,0.3424,0.0215,0.2053,0.2387,0.3536,0.4774,0.3943,0.1818,0.2783,IM
2,0.5553,13.1453,42.9575,8.2867,1.6667,4.7722,11.8778,129.5554,173.0554,76.2777,0.0361,0.6488,2.558,63.9505,22.3852,0.1918,0.1349,0.1292,0.0858,0.0517,0.2828,0.0673,0.0585,0.0946,0.1586,0.2795,0.5702,0.352,0.2175,0.3952,FCC
1,-3.3535,12.9758,9.5405,7.695,1.5,4.3633,6.9667,148.5,181.4333,63.55,0.0323,7.53,1.6333,54.8333,40.1,0.1633,0.2552,0.1588,0.2794,0.181,0.3333,0.149,0.0438,0.1921,0.273,0.2664,0.4422,0.6882,0.1342,0.3883,IM
1,-7.1172,12.6291,3.1375,7.5939,1.92,4.6805,12.617,134.58,166.177,73.834,0.0332,3.3453,2.8984,60.8388,22.9691,0.2584,0.135,0.1799,0.2296,0.0573,0.2724,0.0697,0.0634,0.1508,0.2243,0.3552,0.5533,0.3748,0.2038,0.3662,IM
1,-6.2639,12.7028,4.7859,9.3753,1.7368,4.4263,8.0789,143.4211,179.6579,88.5105,0.0623,5.3609,2.0748,38.5319,28.0975,0.1919,0.3731,0.2594,0.487,0.1317,0.2535,0.3122,0.0247,0.1613,0.2055,0.3081,0.4345,0.3775,0.1913,0.3091,IM
1,-4.1737,13.9934,5.9579,7.8939,1.7826,4.7454,12.4326,125.5435,168.4783,74.4674,0.0385,2.451,2.9849,66.0491,24.2599,0.2524,0.1475,0.1725,0.1945,0.0588,0.3075,0.0753,0.0634,0.1399,0.2093,0.3452,0.6119,0.3821,0.2147,0.3906,FCC
2,-6.3146,13.381,6.0135,12.004,1.6,4.39,5.62,176,207.18,96.78,0.0544,9.1208,0.656,75.2,41.944,0.1481,0.5124,0.216,0.43,0.2183,0.3062,0.2421,0.0475,0.2381,0.2979,0.13,0.4735,0.4931,0.2213,0.4052,IM
2,6.278,11.5256,3.2665,8.2125,1.5,4.6625,12.125,135.75,165.825,70.925,0.0387,1.1588,3.125,65.75,27.075,0.2121,0.147,0.1637,0.0878,0.052,0.3333,0.0855,0.0438,0.104,0.1734,0.3166,0.5634,0.4171,0.23,0.4404,FCC
1,-5.1281,10.8668,4.551,7.7497,1.6875,4.4313,8.5625,131.875,166.5625,83.9094,0.04,3.9656,2.0234,28.1641,23.6873,0.1959,0.2322,0.1814,0.3575,0.0857,0.2747,0.2263,0.0223,0.1067,0.1687,0.2786,0.3126,0.3432,0.2041,0.3183,BCC
1,-16.074,13.8767,1.3747,6.43,2.1333,4.62,14.9367,99.5,145.97,62.8033,0.0494,8.3502,5.198,68,30.2633,0.4159,0.1861,0.2865,0.4037,0.0743,0.3141,0.1121,0.0728,0.2455,0.3398,0.4143,0.8263,0.5153,0.1931,0.3795,IM
1,-1.3792,10.3298,16.6871,6.325,1.8333,4.2633,8.0333,118.8333,145.4667,38.95,0.0433,9.0833,0.9889,32.5556,11.6667,0.101,0.2732,0.1116,0.189,0.069,0.2033,0.1575,0.0225,0.1642,0.1839,0.1641,0.2958,0.3287,0.0674,0.236,IM
5,-3.1344,11.3907,6.6956,8.2911,1.8214,4.8107,11.7286,140.75,178.6321,77.6036,0.0301,0.3261,1.9745,61.4107,18.6018,0.1625,0.1156,0.0871,0.0809,0.0475,0.2103,0.0278,0.0612,0.0634,0.1438,0.2294,0.516,0.3163,0.2092,0.3815,FCC
2,-10.3677,12.8852,2.375,7.12,1.8571,4.5586,12.6714,113.5713,171.2713,83.5713,0.0578,7.4327,6.4245,76.9387,31.7673,0.3883,0.3077,0.394,0.4187,0.1205,0.4485,0.2871,0.0595,0.2631,0.3488,0.594,0.75,0.4544,0.1321,0.2281,BCC
3,-10.248,13.3319,2.2422,7.3358,1.9474,4.7074,13.2211,119.8421,161.9737,71.8947,0.0423,4.917,3.5546,68.7645,26.7435,0.3162,0.1573,0.2206,0.2878,0.0656,0.3105,0.085,0.0692,0.1863,0.2667,0.3994,0.6717,0.4231,0.2106,0.384,BCC+FCC
1,-7.1558,14.4082,3.5517,7.7179,1.87,4.6601,13.379,175,163.902,76.122,0.036,4.1069,3.5964,109.2,20.8579,0.2442,0.1379,0.1709,0.1988,0.0735,0.269,0.1222,0.0765,0.1817,0.2112,0.3849,0.7993,0.3525,0.2225,0.3674,IM
4,-17.4609,14.677,1.5299,6.699,1.9048,4.5671,12.4,91.4286,154.1,73.8524,0.0568,8.8593,4.6095,48.7075,31.454,0.3901,0.2627,0.2951,0.3707,0.104,0.3588,0.2019,0.0658,0.2247,0.3107,0.4919,0.6804,0.4927,0.1922,0.3387,IM
5,-8.368,12.8252,2.8761,7.9465,1.7674,4.7556,11.2,133.9535,173.1791,75.9512,0.0415,2.7868,2.4651,62.834,23.8821,0.2252,0.1676,0.0932,0.147,0.0652,0.239,0.0433,0.0642,0.0967,0.1697,0.2613,0.5431,0.3844,0.2323,0.4262,FCC
